0 0.0 -0.065 -0.065 -0.065 -0.065 0.0 1.4 0.0 0.0
1 0.0001 -0.065 -0.065 -0.065 -0.065 0.0 1.4 0.0 0.0
2 0.0002 -0.065 -0.065 -0.065 -0.065 0.0 1.4 0.0 0.0
3 0.0003 -0.065 -0.065 -0.065 -0.065 0.0 1.4 0.0 0.0
4 0.0004 -0.065 -0.065 -0.065 -0.065 0.0 1.4 0.0 0.0
5 0.0005 -0.065 -0.065 -0.065 -0.065 0.0 1.4 0.0 0.0
6 0.0006 -0.065 -0.065 -0.065 -0.065 0.0 1.4 0.0 0.0
7 0.0007 -0.065 -0.065 -0.065 -0.065 0.0 1.4 0.0 0.0
8 0.0008 -0.065 -0.065 -0.065 -0.065 0.0 1.4 0.0 0.0
9 0.0009 -0.065 -0.065 -0.065 -0.065 0.0 1.4 0.0 0.0
10 0.001 -0.065 -0.065 -0.065 -0.065 0.0 1.4 0.0 0.0
11 0.0011 -0.065 -0.065 -0.065 -0.065 0.0 1.4 0.0 0.0
12 0.0012 -0.065 -0.065 -0.065 -0.065 0.0 1.4 0.0 0.0
13 0.0013 -0.065 -0.065 -0.065 -0.065 0.0 1.4 0.0 0.0
14 0.0014 -0.065 -0.065 -0.065 -0.065 0.0 1.4 0.0 0.0
15 0.0015 -0.065 -0.065 -0.065 -0.065 0.0 1.4 0.0 0.0
16 0.0016 -0.065 -0.065 -0.065 -0.065 0.0 1.4 0.0 0.0
17 0.0017 -0.065 -0.065 -0.065 -0.065 0.0 1.4 0.0 0.0
18 0.0018 -0.065 -0.065 -0.065 -0.065 0.0 1.4 0.0 0.0
19 0.0019 -0.065 -0.065 -0.065 -0.065 0.0 1.4 0.0 0.0
20 0.002 -0.065 -0.065 -0.065 -0.065 0.0 1.4 0.0 0.0
21 0.0021 -0.065 -0.065 -0.065 -0.065 0.0 1.4 0.0 0.0
22 0.0022 -0.065 -0.065 -0.065 -0.065 0.0 1.4 0.0 0.0
23 0.0023 -0.065 -0.065 -0.065 -0.065 0.0 1.4 0.0 0.0
24 0.0024 -0.065 -0.065 -0.065 -0.065 0.0 1.4 0.0 0.0
25 0.0025 -0.065 -0.065 -0.065 -0.065 0.0 1.4 0.0 0.0
